"","city","year","tax_type","tax_rate"
"912","Queen Creek",2024,"Contracting-Prime",4.25
"913","Queen Creek",2024,"Contracting-Speculative Builders",4.25
"914","Queen Creek",2024,"Food for Home Consumption",2.25
"915","Queen Creek",2024,"Hotel/Motel Additional",3
"916","Queen Creek",2024,"Hotels",2.25
"917","Queen Creek",2024,"Job Printing",2.25
"918","Queen Creek",2024,"Manufactured Buildings",2.25
"919","Queen Creek",2024,"Publication",2.25
"920","Queen Creek",2024,"Residential Rental",2.25
"921","Queen Creek",2024,"Restaurant and Bars",2.25
"922","Queen Creek",2024,"Retail Sales",2.25
"923","Queen Creek",2024,"TPP Rental",2.25
"924","Queen Creek Special District",2024,"Amusements",2.5
"925","Queen Creek Special District",2024,"Food for Home Consumption",2.5
"926","Queen Creek Special District",2024,"Hotels",2.5
"927","Queen Creek Special District",2024,"Job Printing",2.5
"928","Queen Creek Special District",2024,"Publication",2.5
"929","Queen Creek Special District",2024,"Restaurant and Bars",2.5
"930","Queen Creek Special District",2024,"Retail Sales",2.5
"931","Safford",2024,"Advertising",2.5
"932","Safford",2024,"Amusements",2.5
"933","Safford",2024,"Commercial Rental",2.5
"934","Safford",2024,"Contracting-Prime",2.5
"935","Safford",2024,"Contracting-Speculative Builders",2.5
"936","Safford",2024,"Feed at Wholesale",2.5
"937","Safford",2024,"Hotel/Motel Additional",5
"938","Safford",2024,"Hotels",2.5
"939","Safford",2024,"Job Printing",2.5
"940","Safford",2024,"Manufactured Buildings",2.5
"941","Safford",2024,"Publication",2.5
"942","Safford",2024,"Rental Occupancy",2.5
"943","Safford",2024,"Restaurant and Bars",2.5
"944","Safford",2024,"Retail Sales Over $5000",1
"945","Safford",2024,"TPP Rental",2.5
"946","Sahuarita",2024,"Amusements",2
"947","Sahuarita",2024,"Commercial Rental",2
"948","Sahuarita",2024,"Contracting-Owner Builder",4
"949","Sahuarita",2024,"Contracting-Prime",4
"950","Sahuarita",2024,"Contracting-Speculative Builders",4
"951","Sahuarita",2024,"Hotel/Motel Additional",2
"952","Sahuarita",2024,"Hotels",2
"953","Sahuarita",2024,"Job Printing",2
"954","Sahuarita",2024,"Manufactured Buildings",2
"955","Sahuarita",2024,"Publication",2
"956","Sahuarita",2024,"TPP Rental",2
"957","San Luis",2024,"Advertising",4
"958","San Luis",2024,"Amusements",4
"959","San Luis",2024,"Commercial Rental",4
"960","San Luis",2024,"Contracting-Owner Builder",4
"961","San Luis",2024,"Contracting-Prime",4
"962","San Luis",2024,"Contracting-Speculative Builders",4
"963","San Luis",2024,"Food for Home Consumption",4
"964","San Luis",2024,"Hotels",4
"965","San Luis",2024,"Job Printing",4
"966","San Luis",2024,"Manufactured Buildings",4
"967","San Luis",2024,"Publication",4
"968","San Luis",2024,"Residential Rental",4
"969","San Luis",2024,"Restaurant and Bars",4
"970","San Luis",2024,"Retail Sales",4
"971","San Luis",2024,"Retail Sales Over $2500",1.5
"972","San Luis",2024,"TPP Rental",4
"973","Scottsdale",2024,"Advertising",1.75
"974","Scottsdale",2024,"Amusements",1.75
"975","Scottsdale",2024,"Commercial Rental",1.75
"976","Scottsdale",2024,"Contracting-Owner Builder",1.75
"977","Scottsdale",2024,"Contracting-Prime",1.75
"978","Scottsdale",2024,"Contracting-Speculative Builders",1.75
"979","Scottsdale",2024,"Feed at Wholesale",1.75
"980","Scottsdale",2024,"Hotel/Motel Additional",5
"981","Scottsdale",2024,"Hotels",1.75
"982","Scottsdale",2024,"Jet Fuel",0.018
"983","Scottsdale",2024,"Job Printing",1.75
"984","Scottsdale",2024,"Manufactured Buildings",1.75
"985","Scottsdale",2024,"Publication",1.75
"986","Scottsdale",2024,"Residential Rental",1.75
"987","Scottsdale",2024,"Restaurant and Bars",1.75
"988","Scottsdale",2024,"Retail Sales",1.75
"989","Scottsdale",2024,"TPP Rental",1.75
"990","Sedona",2024,"Amusements",3.5
"991","Sedona",2024,"Commercial Rental",3.5
"992","Sedona",2024,"Contracting-Owner Builder",3.5
"993","Sedona",2024,"Contracting-Prime",3.5
"994","Sedona",2024,"Contracting-Speculative Builders",3.5
"995","Sedona",2024,"Hotel/Motel Additional",3.5
"996","Sedona",2024,"Hotels",3.5
"997","Sedona",2024,"Job Printing",3.5
"998","Sedona",2024,"Manufactured Buildings",3.5
"999","Sedona",2024,"Publication",3.5
"1000","Sedona",2024,"Restaurant and Bars",3.5
"1001","Sedona",2024,"Retail Sales",3.5
"1002","Sedona",2024,"TPP Rental",3.5
"1003","Show Low",2024,"Advertising",2
"1004","Show Low",2024,"Amusements",2
"1005","Show Low",2024,"Commercial Rental",2
"1006","Show Low",2024,"Contracting-Owner Builder",2
"1007","Show Low",2024,"Contracting-Prime",2
"1008","Show Low",2024,"Contracting-Speculative Builders",2
"1009","Show Low",2024,"Hotel/Motel Additional",3
"1010","Show Low",2024,"Hotels",2
"1011","Show Low",2024,"Job Printing",2
"1012","Show Low",2024,"Manufactured Buildings",2
"1013","Show Low",2024,"Publication",2
"1014","Show Low",2024,"Restaurant and Bars",2
"1015","Show Low",2024,"Retail Sales",2
"1016","Show Low",2024,"TPP Rental",2
"1017","Sierra Vista",2024,"Advertising",1.95
"1018","Sierra Vista",2024,"Amusements",1.95
"1019","Sierra Vista",2024,"Commercial Rental",1
"1020","Sierra Vista",2024,"Contracting-Prime",1.95
"1021","Sierra Vista",2024,"Extended Stay",5.5
"1022","Sierra Vista",2024,"Feed at Wholesale",1.95
"1023","Sierra Vista",2024,"Jet Fuel",0.02
"1024","Sierra Vista",2024,"Job Printing",1.95
"1025","Sierra Vista",2024,"Manufactured Buildings",1.95
"1026","Sierra Vista",2024,"Publication",1.95
"1027","Sierra Vista",2024,"Residential Rental",1
"1028","Sierra Vista",2024,"Restaurant and Bars",2.6
"1029","Sierra Vista",2024,"TPP Rental",1.95
"1030","Snowflake",2024,"Advertising",3
"1031","Snowflake",2024,"Amusements",3
"1032","Snowflake",2024,"Commercial Rental",2
"1033","Snowflake",2024,"Contracting-Owner Builder",3
"1034","Snowflake",2024,"Contracting-Prime",3
"1035","Snowflake",2024,"Contracting-Speculative Builders",3
"1036","Snowflake",2024,"Food for Home Consumption",3
"1037","Snowflake",2024,"Hotel/Motel Additional",4
"1038","Snowflake",2024,"Hotels",3
"1039","Snowflake",2024,"Job Printing",3
"1040","Snowflake",2024,"Manufactured Buildings",3
"1041","Snowflake",2024,"Publication",3
"1042","Snowflake",2024,"Restaurant and Bars",3
"1043","Snowflake",2024,"Retail Sales",3
"1044","Snowflake",2024,"Retail Sales Over $10000",2
"1045","Snowflake",2024,"TPP Rental",3
"1046","Somerton",2024,"Advertising",3.3
"1047","Somerton",2024,"Amusements",3.3
"1048","Somerton",2024,"Commercial Rental",3.3
"1049","Somerton",2024,"Contracting-Owner Builder",3.3
"1050","Somerton",2024,"Contracting-Prime",3.3
"1051","Somerton",2024,"Contracting-Speculative Builders",3.3
"1052","Somerton",2024,"Hotels",3.3
"1053","Somerton",2024,"Job Printing",3.3
"1054","Somerton",2024,"Manufactured Buildings",3.3
"1055","Somerton",2024,"Publication",3.3
"1056","Somerton",2024,"Residential Rental",3.3
"1057","Somerton",2024,"Restaurant and Bars",3.3
"1058","Somerton",2024,"Retail Sales",3.3
"1059","Somerton",2024,"TPP Rental",3.3
"1060","South Tucson",2024,"Advertising",5.5
"1061","South Tucson",2024,"Amusements",5.5
"1062","South Tucson",2024,"Commercial Rental",2.5
"1063","South Tucson",2024,"Contracting-Owner Builder",5.5
"1064","South Tucson",2024,"Contracting-Prime",5.5
"1065","South Tucson",2024,"Contracting-Speculative Builders",5.5
"1066","South Tucson",2024,"Hotel/Motel Additional",2
"1067","South Tucson",2024,"Hotels",3.5
"1068","South Tucson",2024,"Job Printing",5.5
"1069","South Tucson",2024,"Manufactured Buildings",5.5
"1070","South Tucson",2024,"Publication",5.5
"1071","South Tucson",2024,"Residential Rental",2.5
"1072","South Tucson",2024,"Restaurant and Bars",5.5
"1073","South Tucson",2024,"TPP Rental",6.5
"1074","Springerville",2024,"Advertising",3
"1075","Springerville",2024,"Amusements",3
"1076","Springerville",2024,"Contracting-Owner Builder",3
"1077","Springerville",2024,"Contracting-Prime",3
"1078","Springerville",2024,"Contracting-Speculative Builders",3
"1079","Springerville",2024,"Hotel/Motel Additional",2
"1080","Springerville",2024,"Hotels",3
"1081","Springerville",2024,"Job Printing",3
"1082","Springerville",2024,"Manufactured Buildings",3
"1083","Springerville",2024,"Publication",3
"1084","Springerville",2024,"Residential Rental",3
"1085","Springerville",2024,"Restaurant and Bars",3
"1086","Springerville",2024,"TPP Rental",3
"1087","St Johns",2024,"Advertising",3
"1088","St Johns",2024,"Amusements",3
"1089","St Johns",2024,"Commercial Rental",2
"1090","St Johns",2024,"Contracting-Owner Builder",3
"1091","St Johns",2024,"Contracting-Prime",3
"1092","St Johns",2024,"Contracting-Speculative Builders",3
"1093","St Johns",2024,"Hotel/Motel Additional",3
"1094","St Johns",2024,"Hotels",3
"1095","St Johns",2024,"Job Printing",3
"1096","St Johns",2024,"Manufactured Buildings",3
"1097","St Johns",2024,"Publication",3
"1098","St Johns",2024,"Residential Rental",2
"1099","St Johns",2024,"Restaurant and Bars",3
"1100","St Johns",2024,"TPP Rental",3
"1101","Star Valley",2024,"Advertising",2
"1102","Star Valley",2024,"Amusements",2
"1103","Star Valley",2024,"Commercial Rental",2
"1104","Star Valley",2024,"Contracting-Owner Builder",2
"1105","Star Valley",2024,"Contracting-Prime",2
"1106","Star Valley",2024,"Contracting-Speculative Builders",2
"1107","Star Valley",2024,"Hotels",2
"1108","Star Valley",2024,"Job Printing",2
"1109","Star Valley",2024,"Manufactured Buildings",2
"1110","Star Valley",2024,"Publication",2
"1111","Star Valley",2024,"Residential Rental",2
"1112","Star Valley",2024,"Restaurant and Bars",2
"1113","Star Valley",2024,"Retail Sales",2
"1114","Star Valley",2024,"TPP Rental",2
"1115","Superior",2024,"Advertising",4
"1116","Superior",2024,"Amusements",4
"1117","Superior",2024,"Commercial Rental",2
"1118","Superior",2024,"Contracting-Owner Builder",4
"1119","Superior",2024,"Contracting-Prime",4
"1120","Superior",2024,"Contracting-Speculative Builders",4
"1121","Superior",2024,"Hotel/Motel Additional",4
"1122","Superior",2024,"Hotels",4
"1123","Superior",2024,"Job Printing",4
"1124","Superior",2024,"Manufactured Buildings",4
"1125","Superior",2024,"Publication",4
"1126","Superior",2024,"Residential Rental",2
"1127","Superior",2024,"Restaurant and Bars",4
"1128","Superior",2024,"TPP Rental",4
"1129","Surprise",2024,"Advertising",2.2
"1130","Surprise",2024,"Amusements",2.2
"1131","Surprise",2024,"Commercial Rental",2.2
"1132","Surprise",2024,"Contracting-Owner Builder",3.7
"1133","Surprise",2024,"Contracting-Prime",3.7
"1134","Surprise",2024,"Contracting-Speculative Builders",3.7
"1135","Surprise",2024,"Feed at Wholesale",2.2
"1136","Surprise",2024,"Hotel/Motel Additional",4.52
"1137","Surprise",2024,"Hotels",2.2
"1138","Surprise",2024,"Job Printing",2.2
"1139","Surprise",2024,"Manufactured Buildings",2.2
"1140","Surprise",2024,"Publication",2.2
"1141","Surprise",2024,"Rental Occupancy",2.2
"1142","Surprise",2024,"Residential Rental",2.2
"1143","Surprise",2024,"Restaurant and Bars",3.2
"1144","Surprise",2024,"TPP Rental",2.2
"1145","Taylor",2024,"Advertising",3
"1146","Taylor",2024,"Amusements",3
"1147","Taylor",2024,"Commercial Rental",2
"1148","Taylor",2024,"Contracting-Owner Builder",3
"1149","Taylor",2024,"Contracting-Prime",3
"1150","Taylor",2024,"Contracting-Speculative Builders",3
"1151","Taylor",2024,"Hotel/Motel Additional",3
"1152","Taylor",2024,"Hotels",3
"1153","Taylor",2024,"Job Printing",3
"1154","Taylor",2024,"Manufactured Buildings",3
"1155","Taylor",2024,"Publication",3
"1156","Taylor",2024,"Residential Rental",2
"1157","Taylor",2024,"Restaurant and Bars",3
"1158","Taylor",2024,"TPP Rental",3
"1159","Tempe",2024,"Advertising",1.8
"1160","Tempe",2024,"Amusements",1.8
"1161","Tempe",2024,"Commercial Rental",1.8
"1162","Tempe",2024,"Contracting-Owner Builder",1.8
"1163","Tempe",2024,"Contracting-Prime",1.8
"1164","Tempe",2024,"Contracting-Speculative Builders",1.8
"1165","Tempe",2024,"Hotel/Motel Additional",5
"1166","Tempe",2024,"Hotels",1.8
"1167","Tempe",2024,"Job Printing",1.8
"1168","Tempe",2024,"Manufactured Buildings",1.8
"1169","Tempe",2024,"Publication",1.8
"1170","Tempe",2024,"Residential Rental",1.8
"1171","Tempe",2024,"Restaurant and Bars",1.8
"1172","Tempe",2024,"TPP Rental",1.8
"1173","Thatcher",2024,"Advertising",2.5
"1174","Thatcher",2024,"Amusements",2.5
"1175","Thatcher",2024,"Commercial Rental",2
"1176","Thatcher",2024,"Contracting-Owner Builder",3.5
"1177","Thatcher",2024,"Contracting-Prime",3.5
"1178","Thatcher",2024,"Contracting-Speculative Builders",3.5
"1179","Thatcher",2024,"Hotel/Motel Additional",3
"1180","Thatcher",2024,"Hotels",2.5
"1181","Thatcher",2024,"Job Printing",2.5
"1182","Thatcher",2024,"Manufactured Buildings",2.5
"1183","Thatcher",2024,"Publication",2.5
"1184","Thatcher",2024,"Residential Rental",2
"1185","Thatcher",2024,"Restaurant and Bars",2.5
"1186","Thatcher",2024,"TPP Rental",2.5
"1187","Tolleson",2024,"Advertising",2.5
"1188","Tolleson",2024,"Amusements",2.5
"1189","Tolleson",2024,"Commercial Rental",2.5
"1190","Tolleson",2024,"Contracting-Owner Builder",2.5
"1191","Tolleson",2024,"Contracting-Prime",2.5
"1192","Tolleson",2024,"Contracting-Speculative Builders",2.5
"1193","Tolleson",2024,"Hotel/Motel Additional",2
"1194","Tolleson",2024,"Hotels",2.5
"1195","Tolleson",2024,"Job Printing",2.5
"1196","Tolleson",2024,"Manufactured Buildings",2.5
"1197","Tolleson",2024,"Publication",2.5
"1198","Tolleson",2024,"Residential Rental",2.5
"1199","Tolleson",2024,"Restaurant and Bars",2.5
"1200","Tolleson",2024,"Retail Sales Over $5000",2
"1201","Tolleson",2024,"TPP Rental",2.5
"1202","Tombstone",2024,"Advertising",3.5
"1203","Tombstone",2024,"Amusements",3.5
"1204","Tombstone",2024,"Commercial Rental",2.5
"1205","Tombstone",2024,"Contracting-Owner Builder",3.5
"1206","Tombstone",2024,"Contracting-Prime",3.5
"1207","Tombstone",2024,"Contracting-Speculative Builders",3.5
"1208","Tombstone",2024,"Hotel/Motel Additional",4
"1209","Tombstone",2024,"Hotels",3.5
"1210","Tombstone",2024,"Job Printing",3.5
"1211","Tombstone",2024,"Manufactured Buildings",3.5
"1212","Tombstone",2024,"Publication",3.5
"1213","Tombstone",2024,"Residential Rental",2.5
"1214","Tombstone",2024,"Restaurant and Bars",3.5
"1215","Tucson",2024,"Amusements",2.6
"1216","Tucson",2024,"Bed Tax Per Night",4
"1217","Tucson",2024,"Commercial Rental",2.6
"1218","Tucson",2024,"Communications",2.6
"1219","Tucson",2024,"Contracting-Owner Builder",2.6
"1220","Tucson",2024,"Contracting-Prime",2.6
"1221","Tucson",2024,"Contracting-Speculative Builders",2.6
"1222","Tucson",2024,"Hotels",6
"1223","Tucson",2024,"Job Printing",2.6
"1224","Tucson",2024,"Manufactured Buildings",2.6
"1225","Tucson",2024,"Public Utility Additional",4.5
"1226","Tucson",2024,"Publication",2.6
"1227","Tucson",2024,"Restaurant and Bars",2.6
"1228","Tucson",2024,"Retail Sales",2.6
"1229","Tucson",2024,"TPP Rental",2.6
"1230","Tusayan",2024,"Advertising",2
"1231","Tusayan",2024,"Amusements",2
"1232","Tusayan",2024,"Commercial Rental",2
"1233","Tusayan",2024,"Contracting-Owner Builder",2
"1234","Tusayan",2024,"Contracting-Prime",2
"1235","Tusayan",2024,"Contracting-Speculative Builders",2
"1236","Tusayan",2024,"Hotel/Motel Additional",2
"1237","Tusayan",2024,"Hotels",2
"1238","Tusayan",2024,"Job Printing",2
"1239","Tusayan",2024,"Manufactured Buildings",2
"1240","Tusayan",2024,"Publication",2
"1241","Tusayan",2024,"Restaurant and Bars",4
"1242","Wellton",2024,"Advertising",3.5
"1243","Wellton",2024,"Amusements",3.5
"1244","Wellton",2024,"Commercial Rental",2.5
"1245","Wellton",2024,"Contracting-Owner Builder",3.5
"1246","Wellton",2024,"Contracting-Prime",3.5
"1247","Wellton",2024,"Contracting-Speculative Builders",3.5
"1248","Wellton",2024,"Hotel/Motel Additional",3.5
"1249","Wellton",2024,"Hotels",3.5
"1250","Wellton",2024,"Job Printing",3.5
"1251","Wellton",2024,"Manufactured Buildings",3.5
"1252","Wellton",2024,"Publication",3.5
"1253","Wellton",2024,"Residential Rental",2.5
"1254","Wellton",2024,"Restaurant and Bars",3.5
"1255","Wellton",2024,"TPP Rental",3.5
"1256","Wickenburg",2024,"Advertising",2.2
"1257","Wickenburg",2024,"Amusements",2.2
"1258","Wickenburg",2024,"Commercial Rental",1.7
"1259","Wickenburg",2024,"Contracting-Owner Builder",3.5
"1260","Wickenburg",2024,"Contracting-Prime",3.5
"1261","Wickenburg",2024,"Contracting-Speculative Builders",3.5
"1262","Wickenburg",2024,"Feed at Wholesale",2.2
"1263","Wickenburg",2024,"Hotel/Motel Additional",3
"1264","Wickenburg",2024,"Hotels",2.2
"1265","Wickenburg",2024,"Job Printing",2.2
"1266","Wickenburg",2024,"Manufactured Buildings",2.2
"1267","Wickenburg",2024,"Publication",2.2
"1268","Wickenburg",2024,"Rental Occupancy",1.7
"1269","Wickenburg",2024,"Residential Rental",1.7
"1270","Wickenburg",2024,"Restaurant and Bars",2.2
"1271","Wickenburg",2024,"TPP Rental",2.2
"1272","Willcox",2024,"Advertising",3
"1273","Willcox",2024,"Amusements",3
"1274","Willcox",2024,"Commercial Rental",3
"1275","Willcox",2024,"Contracting-Owner Builder",3
"1276","Willcox",2024,"Contracting-Prime",3
"1277","Willcox",2024,"Contracting-Speculative Builders",3
"1278","Willcox",2024,"Hotel/Motel Additional",4
"1279","Willcox",2024,"Hotels",3
"1280","Willcox",2024,"Job Printing",3
"1281","Willcox",2024,"Manufactured Buildings",3
"1282","Willcox",2024,"Publication",3
"1283","Willcox",2024,"Restaurant and Bars",3
"1284","Willcox",2024,"Retail Sales",3
"1285","Willcox",2024,"Retail Sales Over $1250",2
"1286","Willcox",2024,"TPP Rental",3
"1287","Williams",2024,"Advertising",3.5
"1288","Williams",2024,"Amusements",3.5
"1289","Williams",2024,"Commercial Rental",3
"1290","Williams",2024,"Contracting-Owner Builder",3.5
"1291","Williams",2024,"Contracting-Prime",3.5
"1292","Williams",2024,"Contracting-Speculative Builders",3.5
"1293","Williams",2024,"Hotels",4.5
"1294","Williams",2024,"Job Printing",3.5
"1295","Williams",2024,"Manufactured Buildings",3.5
"1296","Williams",2024,"Publication",3.5
"1297","Williams",2024,"Residential Rental",3
"1298","Williams",2024,"Restaurant and Bars",4.5
"1299","Williams",2024,"Retail Sales",3.5
"1300","Williams",2024,"TPP Rental",3.5
"1301","Winkelman",2024,"Advertising",3.5
"1302","Winkelman",2024,"Amusements",3.5
"1303","Winkelman",2024,"Commercial Rental",3.5
"1304","Winkelman",2024,"Contracting-Owner Builder",3.5
"1305","Winkelman",2024,"Contracting-Prime",3.5
"1306","Winkelman",2024,"Contracting-Speculative Builders",3.5
"1307","Winkelman",2024,"Hotels",3.5
"1308","Winkelman",2024,"Job Printing",3.5
"1309","Winkelman",2024,"Manufactured Buildings",3.5
"1310","Winkelman",2024,"Publication",3.5
"1311","Winkelman",2024,"Residential Rental",3.5
"1312","Winkelman",2024,"Restaurant and Bars",3.5
"1313","Winkelman",2024,"Retail Sales",3.5
"1314","Winkelman",2024,"TPP Rental",3.5
"1315","Winslow",2024,"Advertising",3
"1316","Winslow",2024,"Amusements",3
"1317","Winslow",2024,"Commercial Rental",3
"1318","Winslow",2024,"Contracting-Owner Builder",3
"1319","Winslow",2024,"Contracting-Prime",3
"1320","Winslow",2024,"Contracting-Speculative Builders",3
"1321","Winslow",2024,"Hotel/Motel Additional",2
"1322","Winslow",2024,"Hotels",3
"1323","Winslow",2024,"Jet Fuel",0.03
"1324","Winslow",2024,"Job Printing",3
"1325","Winslow",2024,"Manufactured Buildings",3
"1326","Winslow",2024,"Publication",3
"1327","Winslow",2024,"Rental Occupancy",3
"1328","Winslow",2024,"Restaurant Additional Tax",2
"1329","Winslow",2024,"Restaurant and Bars",3
"1330","Winslow",2024,"TPP Rental",3
"1331","Youngtown",2024,"Advertising",3
"1332","Youngtown",2024,"Amusements",3
"1333","Youngtown",2024,"Commercial Rental",2
"1334","Youngtown",2024,"Contracting-Owner Builder",3
"1335","Youngtown",2024,"Contracting-Prime",3
"1336","Youngtown",2024,"Contracting-Speculative Builders",3
"1337","Youngtown",2024,"Hotel/Motel Additional",2
"1338","Youngtown",2024,"Hotels",3
"1339","Youngtown",2024,"Job Printing",3
"1340","Youngtown",2024,"Manufactured Buildings",3
"1341","Youngtown",2024,"Publication",3
"1342","Youngtown",2024,"Residential Rental",2
"1343","Youngtown",2024,"Restaurant and Bars",3
"1344","Youngtown",2024,"TPP Rental",3
"1345","Yuma",2024,"Advertising",1.7
"1346","Yuma",2024,"Amusements",1.7
"1347","Yuma",2024,"Commercial Rental",1.7
"1348","Yuma",2024,"Contracting-Owner Builder",1.7
"1349","Yuma",2024,"Contracting-Prime",1.7
"1350","Yuma",2024,"Contracting-Speculative Builders",1.7
"1351","Yuma",2024,"Hotel/Motel Additional",2
"1352","Yuma",2024,"Hotels",1.7
"1353","Yuma",2024,"Job Printing",1.7
"1354","Yuma",2024,"Manufactured Buildings",1.7
"1355","Yuma",2024,"Publication",1.7
"1356","Yuma",2024,"Residential Rental",1.7
"1357","Yuma",2024,"Restaurant Additional Tax",2
"1358","Yuma",2024,"Restaurant and Bars",1.7
"1359","Yuma",2024,"TPP Rental",1.7
"1360","Yuma",2024,"Wastewater Services",1.7
